Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
ARHGEF10	gene	ARHGEF10	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000104728	ENSG00000104728	HGNC:14103													
ARHGEF9	gene	ARHGEF9	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000131089	ENSG00000131089	HGNC:14561													
ARNT2	gene	ARNT2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000172379	ENSG00000172379	HGNC:16876													
ASAP2	gene	ASAP2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000151693	ENSG00000151693	HGNC:2721													
ASMT	gene	ASMT	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000196433	ENSG00000196433	HGNC:750													
ASPM	gene	ASPM	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000066279	ENSG00000066279	HGNC:19048													
ASTN2	gene	ASTN2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000148219	ENSG00000148219	HGNC:17021													
ATP10A	gene	ATP10A	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000206190	ENSG00000206190	HGNC:13542													
ATP1A1	gene	ATP1A1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000163399	ENSG00000163399	HGNC:799													
ATP1A3	gene	ATP1A3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000105409	ENSG00000105409	HGNC:801													
ATP2B2	gene	ATP2B2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000157087	ENSG00000157087	HGNC:815													
ATP6V0A2	gene	ATP6V0A2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000185344	ENSG00000185344	HGNC:18481													
ATRX	gene	ATRX	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000085224	ENSG00000085224	HGNC:886													
AUTS2	gene	AUTS2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000158321	ENSG00000158321	HGNC:14262													
AVPR1A	gene	AVPR1A	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000166148	ENSG00000166148	HGNC:895													
AVPR1B	gene	AVPR1B	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000198049	ENSG00000198049	HGNC:896													
AZGP1	gene	AZGP1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000160862	ENSG00000160862	HGNC:910													
BBS4	gene	BBS4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000140463	ENSG00000140463	HGNC:969													
BCAS1	gene	BCAS1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000064787	ENSG00000064787	HGNC:974													
BICDL1	gene	BICDL1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000135127	ENSG00000135127	HGNC:28095													
BIRC6	gene	BIRC6	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000115760	ENSG00000115760	HGNC:13516													
BRCA2	gene	BRCA2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000139618	ENSG00000139618	HGNC:1101													
BRD4	gene	BRD4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000141867	ENSG00000141867	HGNC:13575													
BST1	gene	BST1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000109743	ENSG00000109743	HGNC:1118													
BTAF1	gene	BTAF1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000095564	ENSG00000095564	HGNC:17307													
C15orf62	gene	C15orf62	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000188277	ENSG00000188277	HGNC:34489													
C3orf58	gene	C3orf58	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000181744	ENSG00000181744	HGNC:28490													
C4B	gene	C4B	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000224389	ENSG00000224389	HGNC:1324													
CA6	gene	CA6	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000131686	ENSG00000131686	HGNC:1380													
CACNA1B	gene	CACNA1B	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000148408	ENSG00000148408	HGNC:1389													
CACNA1E	gene	CACNA1E	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000198216	ENSG00000198216	HGNC:1392													
CACNA1F	gene	CACNA1F	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000102001	ENSG00000102001	HGNC:1393													
CACNA1G	gene	CACNA1G	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000006283	ENSG00000006283	HGNC:1394													
CACNA1I	gene	CACNA1I	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000100346	ENSG00000100346	HGNC:1396													
CACNA2D1	gene	CACNA2D1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000153956	ENSG00000153956	HGNC:1399													
CACNB2	gene	CACNB2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000165995	ENSG00000165995	HGNC:1402													
CADM1	gene	CADM1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000182985	ENSG00000182985	HGNC:5951													
CADM2	gene	CADM2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000175161	ENSG00000175161	HGNC:29849													
CADPS2	gene	CADPS2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000081803	ENSG00000081803	HGNC:16018													
CAMK2A	gene	CAMK2A	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000070808	ENSG00000070808	HGNC:1460													
CAMK4	gene	CAMK4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000152495	ENSG00000152495	HGNC:1464													
CAPN12	gene	CAPN12	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000182472	ENSG00000182472	HGNC:13249													
CAPRIN1	gene	CAPRIN1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000135387	ENSG00000135387	HGNC:6743													
CARD11	gene	CARD11	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000198286	ENSG00000198286	HGNC:16393													
CASC4	gene	CASC4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000166734	ENSG00000166734	HGNC:24892													
CASK	gene	CASK	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000147044	ENSG00000147044	HGNC:1497													
CC2D1A	gene	CC2D1A	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000132024	ENSG00000132024	HGNC:30237													
CCDC88C	gene	CCDC88C	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000015133	ENSG00000015133	HGNC:19967													
CCDC91	gene	CCDC91	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000123106	ENSG00000123106	HGNC:24855													
CCNG1	gene	CCNG1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000113328	ENSG00000113328	HGNC:1592													
CCT4	gene	CCT4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000115484	ENSG00000115484	HGNC:1617													
CD276	gene	CD276	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000103855	ENSG00000103855	HGNC:19137													
CD38	gene	CD38	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000004468	ENSG00000004468	HGNC:1667													
CD99L2	gene	CD99L2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000102181	ENSG00000102181	HGNC:18237													
CDC42BPB	gene	CDC42BPB	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000198752	ENSG00000198752	HGNC:1738													
CDH10	gene	CDH10	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000040731	ENSG00000040731	HGNC:1749													
CDH11	gene	CDH11	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000140937	ENSG00000140937	HGNC:1750													
CDH13	gene	CDH13	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000140945	ENSG00000140945	HGNC:1753													
CDH22	gene	CDH22	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000149654	ENSG00000149654	HGNC:13251													
CDH8	gene	CDH8	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000150394	ENSG00000150394	HGNC:1767													
CDH9	gene	CDH9	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000113100	ENSG00000113100	HGNC:1768													
CECR2	gene	CECR2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000099954	ENSG00000099954	HGNC:1840													
CELF4	gene	CELF4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000101489	ENSG00000101489	HGNC:14015													
CELF6	gene	CELF6	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000140488	ENSG00000140488	HGNC:14059													
CEP135	gene	CEP135	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000174799	ENSG00000174799	HGNC:29086													
CEP290	gene	CEP290	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000198707	ENSG00000198707	HGNC:29021													
CEP41	gene	CEP41	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000106477	ENSG00000106477	HGNC:12370													
CGNL1	gene	CGNL1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000128849	ENSG00000128849	HGNC:25931													
CHD1	gene	CHD1	Expert Review Red;SFARI	Autism										False	1	0;50;50	0.22	False		ENSG00000153922	ENSG00000153922	HGNC:1915													
CHD3	gene	CHD3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000170004	ENSG00000170004	HGNC:1918													
CHMP1A	gene	CHMP1A	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000131165	ENSG00000131165	HGNC:8740													
CHRM3	gene	CHRM3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000133019	ENSG00000133019	HGNC:1952													
CHRNA7	gene	CHRNA7	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000175344	ENSG00000175344	HGNC:1960													
CHRNB3	gene	CHRNB3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000147432	ENSG00000147432	HGNC:1963													
CIB2	gene	CIB2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000136425	ENSG00000136425	HGNC:24579													
CLASP1	gene	CLASP1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000074054	ENSG00000074054	HGNC:17088													
CLN8	gene	CLN8	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000182372	ENSG00000182372	HGNC:2079													
CLTCL1	gene	CLTCL1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000070371	ENSG00000070371	HGNC:2093													
CMIP	gene	CMIP	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000153815	ENSG00000153815	HGNC:24319													
CNGB3	gene	CNGB3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000170289	ENSG00000170289	HGNC:2153													
CNKSR2	gene	CNKSR2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000149970	ENSG00000149970	HGNC:19701													
CNR1	gene	CNR1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000118432	ENSG00000118432	HGNC:2159													
CNTN3	gene	CNTN3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000113805	ENSG00000113805	HGNC:2173													
CNTN5	gene	CNTN5	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000149972	ENSG00000149972	HGNC:2175													
CNTN6	gene	CNTN6	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000134115	ENSG00000134115	HGNC:2176													
CNTNAP3	gene	CNTNAP3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000106714	ENSG00000106714	HGNC:13834													
CNTNAP4	gene	CNTNAP4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000152910	ENSG00000152910	HGNC:18747													
CNTNAP5	gene	CNTNAP5	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000155052	ENSG00000155052	HGNC:18748													
COL28A1	gene	COL28A1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000215018	ENSG00000215018	HGNC:22442													
CPEB4	gene	CPEB4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000113742	ENSG00000113742	HGNC:21747													
CPT2	gene	CPT2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000157184	ENSG00000157184	HGNC:2330													
CSMD1	gene	CSMD1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000183117	ENSG00000183117	HGNC:14026													
CSNK1E	gene	CSNK1E	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000213923	ENSG00000213923	HGNC:2453													
CTCF	gene	CTCF	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000102974	ENSG00000102974	HGNC:13723													
CTNNA3	gene	CTNNA3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000183230	ENSG00000183230	HGNC:2511													
CTNNB1	gene	CTNNB1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000168036	ENSG00000168036	HGNC:2514													
CTTNBP2	gene	CTTNBP2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000077063	ENSG00000077063	HGNC:15679													
CUL7	gene	CUL7	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000044090	ENSG00000044090	HGNC:21024													
CUX2	gene	CUX2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000111249	ENSG00000111249	HGNC:19347													
CX3CR1	gene	CX3CR1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000168329	ENSG00000168329	HGNC:2558													
CYFIP1	gene	CYFIP1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000068793	ENSG00000273749	HGNC:13759													
CYLC2	gene	CYLC2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000155833	ENSG00000155833	HGNC:2583													
CYP11B1	gene	CYP11B1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000160882	ENSG00000160882	HGNC:2591													
DAGLA	gene	DAGLA	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000134780	ENSG00000134780	HGNC:1165													
DAPP1	gene	DAPP1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000070190	ENSG00000070190	HGNC:16500													
DDC	gene	DDC	Expert Review Red;SFARI	Autism										False	1	50;50;0	0.22	False		ENSG00000132437	ENSG00000132437	HGNC:2719													
DDX53	gene	DDX53	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000184735	ENSG00000184735	HGNC:20083													
DENR	gene	DENR	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000139726	ENSG00000139726	HGNC:2769													
DIP2A	gene	DIP2A	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000160305	ENSG00000160305	HGNC:17217													
DISC1	gene	DISC1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000162946	ENSG00000162946	HGNC:2888													
DIXDC1	gene	DIXDC1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000150764	ENSG00000150764	HGNC:23695													
DLG1	gene	DLG1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000075711	ENSG00000075711	HGNC:2900													
DLGAP1	gene	DLGAP1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000170579	ENSG00000170579	HGNC:2905													
DLGAP2	gene	DLGAP2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000198010	ENSG00000198010	HGNC:2906													
DLGAP3	gene	DLGAP3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000116544	ENSG00000116544	HGNC:30368													
DLX2	gene	DLX2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000115844	ENSG00000115844	HGNC:2915													
DLX6	gene	DLX6	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000006377	ENSG00000006377	HGNC:2919													
DMXL2	gene	DMXL2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000104093	ENSG00000104093	HGNC:2938													
DNAH10	gene	DNAH10	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000197653	ENSG00000197653	HGNC:2941													
DNAH17	gene	DNAH17	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000187775	ENSG00000187775	HGNC:2946													
DNAH3	gene	DNAH3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000158486	ENSG00000158486	HGNC:2949													
DNER	gene	DNER	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000187957	ENSG00000187957	HGNC:24456													
DNMT3A	gene	DNMT3A	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000119772	ENSG00000119772	HGNC:2978													
DOCK1	gene	DOCK1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000150760	ENSG00000150760	HGNC:2987													
DOCK4	gene	DOCK4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000128512	ENSG00000128512	HGNC:19192													
DOCK8	gene	DOCK8	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000107099	ENSG00000107099	HGNC:19191													
DPP10	gene	DPP10	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000175497	ENSG00000175497	HGNC:20823													
DPP4	gene	DPP4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000197635	ENSG00000197635	HGNC:3009													
DPP6	gene	DPP6	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000130226	ENSG00000130226	HGNC:3010													
DPYD	gene	DPYD	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000188641	ENSG00000188641	HGNC:3012													
DPYSL2	gene	DPYSL2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000092964	ENSG00000092964	HGNC:3014													
DPYSL3	gene	DPYSL3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000113657	ENSG00000113657	HGNC:3015													
DRD1	gene	DRD1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000184845	ENSG00000184845	HGNC:3020													
DRD2	gene	DRD2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000149295	ENSG00000149295	HGNC:3023													
DRD3	gene	DRD3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000151577	ENSG00000151577	HGNC:3024													
DST	gene	DST	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000151914	ENSG00000151914	HGNC:1090													
DUSP15	gene	DUSP15	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000149599	ENSG00000149599	HGNC:16236													
DVL3	gene	DVL3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000161202	ENSG00000161202	HGNC:3087													
DYDC1	gene	DYDC1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000170788	ENSG00000170788	HGNC:23460													
DYDC2	gene	DYDC2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000133665	ENSG00000133665	HGNC:23468													
DYNC1H1	gene	DYNC1H1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000197102	ENSG00000197102	HGNC:2961													
EFR3A	gene	EFR3A	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000132294	ENSG00000132294	HGNC:28970													
EHMT1	gene	EHMT1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000181090	ENSG00000181090	HGNC:24650													
EIF3G	gene	EIF3G	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000130811	ENSG00000130811	HGNC:3274													
EIF4E	gene	EIF4E	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000151247	ENSG00000151247	HGNC:3287													
ELAVL2	gene	ELAVL2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000107105	ENSG00000107105	HGNC:3313													
ELAVL3	gene	ELAVL3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000196361	ENSG00000196361	HGNC:3314													
ELOVL2	gene	ELOVL2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000197977	ENSG00000197977	HGNC:14416													
ELP4	gene	ELP4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000109911	ENSG00000109911	HGNC:1171													
EMSY	gene	EMSY	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000158636	ENSG00000158636	HGNC:18071													
EN2	gene	EN2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000164778	ENSG00000164778	HGNC:3343													
EP300	gene	EP300	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000100393	ENSG00000100393	HGNC:3373													
EP400	gene	EP400	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000183495	ENSG00000183495	HGNC:11958													
EPC2	gene	EPC2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000135999	ENSG00000135999	HGNC:24543													
EPHB2	gene	EPHB2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000133216	ENSG00000133216	HGNC:3393													
EPPK1	gene	EPPK1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000227184	ENSG00000261150	HGNC:15577													
ERG	gene	ERG	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000157554	ENSG00000157554	HGNC:3446													
ERMN	gene	ERMN	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000136541	ENSG00000136541	HGNC:29208													
ESR2	gene	ESR2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000140009	ENSG00000140009	HGNC:3468													
ESRRB	gene	ESRRB	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000119715	ENSG00000119715	HGNC:3473													
ETFB	gene	ETFB	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000105379	ENSG00000105379	HGNC:3482													
EXOC3	gene	EXOC3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000180104	ENSG00000180104	HGNC:30378													
EXOC5	gene	EXOC5	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000070367	ENSG00000070367	HGNC:10696													
EXOC6	gene	EXOC6	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000138190	ENSG00000138190	HGNC:23196													
EXOC6B	gene	EXOC6B	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000144036	ENSG00000144036	HGNC:17085													
EXT1	gene	EXT1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000182197	ENSG00000182197	HGNC:3512													
FABP5	gene	FABP5	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000164687	ENSG00000164687	HGNC:3560													
FAM47A	gene	FAM47A	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000185448	ENSG00000185448	HGNC:29962													
FAM92B	gene	FAM92B	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000153789	ENSG00000153789	HGNC:24781													
FAN1	gene	FAN1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000198690	ENSG00000198690	HGNC:29170													
FAT1	gene	FAT1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000083857	ENSG00000083857	HGNC:3595													
FBN1	gene	FBN1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000166147	ENSG00000166147	HGNC:3603													
FBXO11	gene	FBXO11	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000138081	ENSG00000138081	HGNC:13590													
FBXO33	gene	FBXO33	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000165355	ENSG00000165355	HGNC:19833													
FBXO40	gene	FBXO40	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000163833	ENSG00000163833	HGNC:29816													
FCRL6	gene	FCRL6	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000181036	ENSG00000181036	HGNC:31910													
FEZF2	gene	FEZF2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000153266	ENSG00000153266	HGNC:13506													
FGA	gene	FGA	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000171560	ENSG00000171560	HGNC:3661													
FHIT	gene	FHIT	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000189283	ENSG00000189283	HGNC:3701													
FOXP2	gene	FOXP2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000128573	ENSG00000128573	HGNC:13875													
FRK	gene	FRK	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000111816	ENSG00000111816	HGNC:3955													
GABBR2	gene	GABBR2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000136928	ENSG00000136928	HGNC:4507													
GABRA4	gene	GABRA4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000109158	ENSG00000109158	HGNC:4078													
